Strain,Dimension,Direction,Strain rate,Temperature ,Stress,Young's modulus,Acceptable/Not Acceptable,
0.0344,22,1,0.02,100,10.251,297.994186,0,
0.0348,22,1,0.02,100,10.5551,303.3074713,0,
0.0353,22,1,0.02,100,10.6542,301.8186969,0,
0.0358,22,1,0.02,100,10.777,301.0335196,0,
0.0362,22,1,0.02,100,10.8977,301.0414365,0,
0.0367,22,1,0.02,100,11.1129,302.8038147,0,
0.0371,22,1,0.02,100,11.1688,301.0458221,0,
0.0376,22,1,0.02,100,11.3996,303.1808511,0,
0.038,22,1,0.02,100,11.6523,306.6394737,0,
0.2955,22,1,0.02,300,71.5221,242.0375635,0,
0.296,22,1,0.02,300,71.7427,242.3739865,0,
0.2965,22,1,0.02,300,71.5867,241.4391231,0,
0.2969,22,1,0.02,300,72.0087,242.535197,0,
0.2974,22,1,0.02,300,71.8144,241.4741089,0,
0.2978,22,1,0.02,300,71.7188,240.8287441,0,
0.2983,22,1,0.02,300,71.6824,240.3030506,0,
0.2987,22,1,0.02,300,71.8899,240.675929,0,
0.2992,22,1,0.02,300,72.1207,241.0451203,0,
0.2996,22,1,0.02,300,72.2481,241.1485314,0,
0.3001,22,1,0.02,300,72.726,242.3392203,0,
0,22,1,0.02,600,-1.317,0,0,
0.0002,22,1,0.02,600,-1.6122,-8061,0,
0.0007,22,1,0.02,600,-1.9984,-2854.857143,0,
0.0011,22,1,0.02,600,-1.1878,-1079.818182,0,
0.0016,22,1,0.02,600,-1.4261,-891.3125,0,
0.002,22,1,0.02,600,-1.6712,-835.6,0,
0.0025,22,1,0.02,600,-1.2426,-497.04,0,
0.0029,22,1,0.02,600,-0.8889,-306.5172414,0,
0.0034,22,1,0.02,600,-1.2164,-357.7647059,0,
0.0038,22,1,0.02,600,0.0012,0.315789474,0,
0.0043,22,1,0.02,600,-0.856,-199.0697674,0,
0.0048,22,1,0.02,600,-0.1152,-24,0,
0.0052,22,1,0.02,600,-0.2377,-45.71153846,0,
0.0057,22,1,0.02,600,-0.0382,-6.701754386,0,
0.0061,22,1,0.02,600,0.2988,48.98360656,0,
0.0066,22,1,0.02,600,0.5755,87.1969697,0,
0.007,22,1,0.02,600,0.0418,5.971428571,0,
0.0075,22,1,0.02,600,1.1193,149.24,0,
0.2958,22,1,0.02,600,75.9126,256.6348884,0,
0.2963,22,1,0.02,600,75.9721,256.4026325,0,
0.2968,22,1,0.02,600,76.2049,256.7550539,0,
0.2972,22,1,0.02,600,76.2062,256.4138627,0,
0.2977,22,1,0.02,600,76.4144,256.6825663,0,
0.2981,22,1,0.02,600,76.3399,256.0882254,0,
0.2986,22,1,0.02,600,76.181,255.1272605,0,
0.299,22,1,0.02,600,76.4114,255.5565217,0,
0.2995,22,1,0.02,600,76.6083,255.7873122,0,
0.2999,22,1,0.02,600,76.62,255.4851617,0,
0.3004,22,1,0.02,600,76.4775,254.5855526,0,
0,22,1,0.02,1200,0,0,0,
0.0002,22,1,0.02,1200,-2.7228,-13614,0,
0.0007,22,1,0.02,1200,-2.0964,-2994.857143,0,
0.0011,22,1,0.02,1200,-2.1755,-1977.727273,0,
0.0016,22,1,0.02,1200,-1.9554,-1222.125,0,
0.002,22,1,0.02,1200,-1.534,-767,0,
0.0025,22,1,0.02,1200,-1.497,-598.8,0,
0.0029,22,1,0.02,1200,-0.8844,-304.9655172,0,
0.0034,22,1,0.02,1200,-0.6855,-201.6176471,0,
0.0038,22,1,0.02,1200,-0.5836,-153.5789474,0,
0.0043,22,1,0.02,1200,-0.0621,-14.44186047,0,
0.0048,22,1,0.02,1200,0.1837,38.27083333,0,
0.0052,22,1,0.02,1200,-0.0533,-10.25,0,
0.0107,22,1,0.02,1200,2.8871,269.8224299,0,
0.0111,22,1,0.02,1200,3.4236,308.4324324,0,
0.0116,22,1,0.02,1200,3.5657,307.387931,0,
0.012,22,1,0.02,1200,3.6424,303.5333333,0,
0.1717,22,1,0.04,1,52.1723,303.8573093,0,
0.1726,22,1,0.04,1,52.4238,303.7300116,0,
0.1735,22,1,0.04,1,52.6267,303.3239193,0,
0.1744,22,1,0.04,1,52.8624,303.1100917,0,
0.1753,22,1,0.04,1,53.1336,303.1009698,0,
0.1762,22,1,0.04,1,53.3531,302.7985244,0,
0.1772,22,1,0.04,1,53.6106,302.5428894,0,
0.1781,22,1,0.04,1,53.8566,302.3952835,0,
0.179,22,1,0.04,1,54.0536,301.975419,0,
0.1799,22,1,0.04,1,54.3162,301.9244024,0,
0.1808,22,1,0.04,1,54.539,301.6537611,0,
0.1817,22,1,0.04,1,54.7877,301.5283434,0,
0.2054,22,1,0.04,10,60.5297,294.6918208,0,
0.2063,22,1,0.04,10,60.775,294.5952496,0,
0.2073,22,1,0.04,10,61.0267,294.3883261,0,
0.2082,22,1,0.04,10,61.2242,294.0643612,0,
0.2091,22,1,0.04,10,61.5151,294.1898613,0,
0.21,22,1,0.04,10,61.6757,293.6938095,0,
0.2109,22,1,0.04,10,61.8789,293.4039829,0,
0.2118,22,1,0.04,10,62.1857,293.6057602,0,
0.2127,22,1,0.04,10,62.3762,293.2590503,0,
0.2136,22,1,0.04,10,62.5925,293.0360487,0,
0.2145,22,1,0.04,10,62.7782,292.6722611,0,
0.2155,22,1,0.04,10,63.0562,292.6041763,0,
0.293,22,1,0.04,100,79.4995,271.3293515,0,
0.294,22,1,0.04,100,79.6954,271.0727891,0,
0.2949,22,1,0.04,100,79.9265,271.0291624,0,
0.2958,22,1,0.04,100,80.1693,271.025355,0,
0.2967,22,1,0.04,100,80.1531,270.148635,0,
0.2976,22,1,0.04,100,80.3845,270.109207,0,
0.2985,22,1,0.04,100,80.6461,270.1711893,0,
0.2994,22,1,0.04,100,80.8698,270.1062124,0,
0.3003,22,1,0.04,100,81.0193,269.7945388,0,
0,22,1,0.04,300,-1.0296,0,0,
0.0004,22,1,0.04,300,-1.1407,-2851.75,0,
0.0013,22,1,0.04,300,-0.7696,-592,0,
0.0022,22,1,0.04,300,-0.0295,-13.40909091,0,
0.0031,22,1,0.04,300,-0.4136,-133.4193548,0,
0.0041,22,1,0.04,300,0.1395,34.02439024,0,
0.005,22,1,0.04,300,0.2858,57.16,0,
0.0059,22,1,0.04,300,0.7638,129.4576271,0,
0.0068,22,1,0.04,300,0.9458,139.0882353,0,
0.0077,22,1,0.04,300,1.2924,167.8441558,0,
0.0086,22,1,0.04,300,1.4404,167.4883721,0,
0.0095,22,1,0.04,300,2.1016,221.2210526,0,
0.0104,22,1,0.04,300,2.2068,212.1923077,0,
0.0113,22,1,0.04,300,2.2885,202.5221239,0,
0.0123,22,1,0.04,300,3.1253,254.0894309,0,
0.0132,22,1,0.04,300,2.8133,213.1287879,0,
0.2812,22,1,0.04,300,69.0219,245.4548364,0,
0.2821,22,1,0.04,300,69.3173,245.718894,0,
0.283,22,1,0.04,300,69.1956,244.5074205,0,
0.2839,22,1,0.04,300,69.7303,245.6157098,0,
0.2848,22,1,0.04,300,70.0342,245.9066011,0,
0.2857,22,1,0.04,300,70.0175,245.0735037,0,
0.2866,22,1,0.04,300,70.3339,245.4078856,0,
0.2875,22,1,0.04,300,70.3495,244.693913,0,
0.2885,22,1,0.04,300,70.286,243.6256499,0,
0.2894,22,1,0.04,300,70.6925,244.272633,0,
0.2903,22,1,0.04,300,70.7775,243.8081295,0,
0.2912,22,1,0.04,300,70.7063,242.8100962,0,
0.2921,22,1,0.04,300,70.9869,243.022595,0,
0.293,22,1,0.04,300,71.0561,242.5122867,0,
0.2939,22,1,0.04,300,71.5173,243.3388908,0,
0.2948,22,1,0.04,300,71.6269,242.9677748,0,
0.2957,22,1,0.04,300,71.7013,242.4798783,0,
0.2967,22,1,0.04,300,72.1501,243.1752612,0,
0.2976,22,1,0.04,300,72.4557,243.4667339,0,
0.2985,22,1,0.04,300,71.8576,240.7289782,0,
0.2994,22,1,0.04,300,72.4648,242.0334001,0,
0.3003,22,1,0.04,300,72.2907,240.7282717,0,
0,22,1,0.04,600,-1.2601,0,0,
0.0004,22,1,0.04,600,-1.4211,-3552.75,0,
0.0013,22,1,0.04,600,-1.5287,-1175.923077,0,
0.0022,22,1,0.04,600,-0.7677,-348.9545455,0,
0.0031,22,1,0.04,600,-0.9162,-295.5483871,0,
0.004,22,1,0.04,600,-0.5896,-147.4,0,
0.005,22,1,0.04,600,-0.2807,-56.14,0,
0.0059,22,1,0.04,600,-0.0571,-9.677966102,0,
0.0068,22,1,0.04,600,0.1017,14.95588235,0,
0.0077,22,1,0.04,600,1.0913,141.7272727,0,
0.2679,22,1,0.04,1200,66.0779,246.6513624,0,
0.2688,22,1,0.04,1200,66.6083,247.7987351,0,
0.2697,22,1,0.04,1200,66.6252,247.0344828,0,
0.2706,22,1,0.04,1200,66.934,247.3540281,0,
0.2715,22,1,0.04,1200,66.9755,246.6869245,0,
0.2724,22,1,0.04,1200,67.0205,246.0370778,0,
0.2733,22,1,0.04,1200,67.3302,246.3600439,0,
0.2743,22,1,0.04,1200,67.352,245.5413781,0,
0.2752,22,1,0.04,1200,67.516,245.3343023,0,
0.2761,22,1,0.04,1200,67.792,245.5342267,0,
0.277,22,1,0.04,1200,67.9853,245.434296,0,
0.0107,22,0,0.05,1,4.3416,405.7570093,0,
0.0111,22,0,0.05,1,4.4789,403.5045045,0,
0.0116,22,0,0.05,1,4.6242,398.637931,0,
0.012,22,0,0.05,1,4.7927,399.3916667,0,
0.0125,22,0,0.05,1,4.9133,393.064,0,
0.013,22,0,0.05,1,5.0878,391.3692308,0,
0.0275,22,0,0.05,1,9.7744,355.4327273,0,
0.028,22,0,0.05,1,9.943,355.1071429,0,
0.0284,22,0,0.05,1,10.0508,353.9014085,0,
0.0289,22,0,0.05,1,10.1992,352.9134948,0,
0.0294,22,0,0.05,1,10.3464,351.9183673,0,
0.0298,22,0,0.05,1,10.4824,351.7583893,0,
0.0303,22,0,0.05,1,10.6564,351.6963696,0,
0.0307,22,0,0.05,1,10.7897,351.4560261,0,
0.0312,22,0,0.05,1,10.9279,350.2532051,0,
0.0316,22,0,0.05,1,11.0976,351.1898734,0,
0.0321,22,0,0.05,1,11.2352,350.0062305,0,
0.0325,22,0,0.05,1,11.3561,349.4184615,0,
0.033,22,0,0.05,1,11.5315,349.4393939,0,
0.0335,22,0,0.05,1,11.6645,348.1940299,0,
0.0339,22,0,0.05,1,11.8367,349.1651917,0,
0.0344,22,0,0.05,1,11.9614,347.7151163,0,
0.2972,22,0,0.05,1,81.9512,275.7442799,0,
0.2977,22,0,0.05,1,82.0528,275.6224387,0,
0.2981,22,0,0.05,1,82.1481,275.5722912,0,
0.2986,22,0,0.05,1,82.2484,275.4467515,0,
0.299,22,0,0.05,1,82.3326,275.3598662,0,
0.2995,22,0,0.05,1,82.4262,275.2126878,0,
0.3,22,0,0.05,1,82.519,275.0633333,0,
0,22,0,0.05,10,-0.4849,0,0,
0.0009,22,0,0.05,10,-0.0534,-59.33333333,0,
0.0028,22,0,0.05,10,0.6015,214.8214286,0,
0.0048,22,0,0.05,10,1.2943,269.6458333,0,
0.0067,22,0,0.05,10,1.9049,284.3134328,0,
0.0087,22,0,0.05,10,2.5867,297.3218391,0,
0.0106,22,0,0.05,10,3.1977,301.6698113,0,
0.0126,22,0,0.05,10,3.9445,313.0555556,0,
0.0146,22,0,0.05,10,4.6227,316.6232877,0,
0.0165,22,0,0.05,10,5.2026,315.3090909,0,
0.0185,22,0,0.05,10,5.9103,319.4756757,0,
0.0204,22,0,0.05,10,6.6277,324.8872549,0,
0.0224,22,0,0.05,10,7.1815,320.6026786,0,
0.0243,22,0,0.05,10,7.8802,324.2880658,0,
0.0263,22,0,0.05,10,8.5049,323.3802281,0,
0.0282,22,0,0.05,10,9.2079,326.5212766,0,
0.0302,22,0,0.05,10,9.8083,324.7781457,0,
0.0322,22,0,0.05,10,10.504,326.2111801,0,
0.2922,22,0,0.05,10,86.4688,295.9233402,0,
0.2941,22,0,0.05,10,86.9537,295.6603196,0,
0.2961,22,0,0.05,10,87.4329,295.2816616,0,
0.298,22,0,0.05,10,87.8807,294.9016779,0,
0.3,22,0,0.05,10,88.3681,294.5603333,0,
0,22,0,0.05,100,-2.4103,0,0,
0.0009,22,0,0.05,100,-2.4786,-2754,0,
0.0028,22,0,0.05,100,-1.9065,-680.8928571,0,
0.0048,22,0,0.05,100,-1.2011,-250.2291667,0,
0.0067,22,0,0.05,100,-0.709,-105.8208955,0,
0.0087,22,0,0.05,100,-0.0108,-1.24137931,0,
0.0107,22,0,0.05,100,0.6237,58.28971963,0,
0.0126,22,0,0.05,100,1.4888,118.1587302,0,
0.0146,22,0,0.05,100,1.9146,131.1369863,0,
0.0165,22,0,0.05,100,2.7161,164.6121212,0,
0.0185,22,0,0.05,100,3.3088,178.8540541,0,
0.0204,22,0,0.05,100,4.0506,198.5588235,0,
0.0224,22,0,0.05,100,4.5361,202.5044643,0,
0.0244,22,0,0.05,100,5.3098,217.6147541,0,
0.0263,22,0,0.05,100,5.78,219.7718631,0,
0.0283,22,0,0.05,100,6.5877,232.7809187,0,
0.2671,22,0,0.05,100,77.8521,291.4717334,0,
0.2691,22,0,0.05,100,78.3876,291.2954292,0,
0.271,22,0,0.05,100,78.8905,291.1088561,0,
0.273,22,0,0.05,100,79.3463,290.6457875,0,
0.2749,22,0,0.05,100,79.7948,290.2684613,0,
0.2769,22,0,0.05,100,80.3947,290.3383893,0,
0.2788,22,0,0.05,100,80.7905,289.7794118,0,
0.2808,22,0,0.05,100,81.2951,289.5124644,0,
0.2828,22,0,0.05,100,81.8079,289.2782885,0,
0.2847,22,0,0.05,100,82.2368,288.8542325,0,
0.2867,22,0,0.05,100,82.6348,288.2274154,0,
0.2886,22,0,0.05,100,83.1804,288.2203742,0,
0.2906,22,0,0.05,100,83.6001,287.6810048,0,
0.2926,22,0,0.05,100,84.1323,287.5334928,0,
0.2945,22,0,0.05,100,84.5845,287.2139219,0,
0.2965,22,0,0.05,100,85.0244,286.7602024,0,
0.2984,22,0,0.05,100,85.5233,286.6062332,0,
0.3004,22,0,0.05,100,85.9704,286.1864181,0,
0,22,0,0.05,300,-3.8728,0,0,
0.0009,22,0,0.05,300,-4.1736,-4637.333333,0,
0.0028,22,0,0.05,300,-3.575,-1276.785714,0,
0.0048,22,0,0.05,300,-3.0826,-642.2083333,0,
0.0067,22,0,0.05,300,-2.6647,-397.7164179,0,
0.0087,22,0,0.05,300,-1.8065,-207.6436782,0,
0.0107,22,0,0.05,300,-1.024,-95.70093458,0,
0.0126,22,0,0.05,300,-0.6495,-51.54761905,0,
0.0146,22,0,0.05,300,0.1156,7.917808219,0,
0.0165,22,0,0.05,300,0.6467,39.19393939,0,
0.0185,22,0,0.05,300,1.329,71.83783784,0,
0.0205,22,0,0.05,300,1.8149,88.53170732,0,
0.0224,22,0,0.05,300,2.5294,112.9196429,0,
0.0244,22,0,0.05,300,3.1253,128.0860656,0,
0.0263,22,0,0.05,300,3.9348,149.6121673,0,
0.0283,22,0,0.05,300,4.6064,162.770318,0,
0.0303,22,0,0.05,300,5.1143,168.7887789,0,
0.0322,22,0,0.05,300,5.7172,177.552795,0,
0.0342,22,0,0.05,300,6.63,193.8596491,0,
0.0361,22,0,0.05,300,7.2346,200.4044321,0,
0.0381,22,0,0.05,300,7.7549,203.5406824,0,
0.04,22,0,0.05,300,8.1507,203.7675,0,
0.042,22,0,0.05,300,8.9862,213.9571429,0,
0.044,22,0,0.05,300,9.65,219.3181818,0,
0.0459,22,0,0.05,300,10.4473,227.6100218,0,
0.0479,22,0,0.05,300,11.1892,233.5949896,0,
0.0498,22,0,0.05,300,11.4461,229.8413655,0,
0.0518,22,0,0.05,300,12.3459,238.3378378,0,
0.0538,22,0,0.05,300,13.0756,243.0408922,0,
0.0557,22,0,0.05,300,13.4099,240.7522442,0,
0.0577,22,0,0.05,300,14.0066,242.7487002,0,
0.0596,22,0,0.05,300,14.9218,250.3657718,0,
0.0616,22,0,0.05,300,15.3994,249.9902597,0,
0.0635,22,0,0.05,300,16.2848,256.4535433,0,
0.0655,22,0,0.05,300,16.697,254.9160305,0,
0.0675,22,0,0.05,300,17.7363,262.76,0,
0.0694,22,0,0.05,300,18.0583,260.2060519,0,
0.0714,22,0,0.05,300,18.7125,262.0798319,0,
0.0733,22,0,0.05,300,19.3188,263.5579809,0,
0.0753,22,0,0.05,300,20.0568,266.3585657,0,
0.0773,22,0,0.05,300,20.8501,269.7296248,0,
0.0792,22,0,0.05,300,21.06,265.9090909,0,
0.0812,22,0,0.05,300,21.6992,267.2315271,0,
0.0831,22,0,0.05,300,22.3732,269.2322503,0,
0.0851,22,0,0.05,300,22.9086,269.1962397,0,
0.0871,22,0,0.05,300,23.6262,271.2537313,0,
0.089,22,0,0.05,300,24.3984,274.1393258,0,
0.2712,22,0,0.05,300,76.3366,281.4771386,0,
0.2731,22,0,0.05,300,76.538,280.2563164,0,
0.2751,22,0,0.05,300,77.0767,280.1770265,0,
0.277,22,0,0.05,300,77.6475,280.3158845,0,
0.279,22,0,0.05,300,77.8605,279.0698925,0,
0.281,22,0,0.05,300,78.3524,278.8341637,0,
0.2829,22,0,0.05,300,79.1835,279.8992577,0,
0.2849,22,0,0.05,300,79.6079,279.4240084,0,
0.2868,22,0,0.05,300,80.1543,279.4780335,0,
0.2888,22,0,0.05,300,80.5875,279.04259,0,
0.2908,22,0,0.05,300,80.9093,278.230055,0,
0.2927,22,0,0.05,300,81.511,278.479672,0,
0.2947,22,0,0.05,300,81.8573,277.7648456,0,
0.2966,22,0,0.05,300,82.2683,277.371207,0,
0.2986,22,0,0.05,300,82.8992,277.6262559,0,
0.3005,22,0,0.05,300,83.3339,277.3174709,0,
0,22,0,0.05,600,-4.6822,0,0,
0.0009,22,0,0.05,600,-5.4591,-6065.666667,0,
0.0028,22,0,0.05,600,-4.736,-1691.428571,0,
0.0048,22,0,0.05,600,-4.3554,-907.375,0,
0.0067,22,0,0.05,600,-4.5206,-674.7164179,0,
0.0087,22,0,0.05,600,-2.9382,-337.7241379,0,
0.0107,22,0,0.05,600,-2.5833,-241.4299065,0,
0.277,22,0,0.05,600,74.837,270.1696751,0,
0.279,22,0,0.05,600,75.0648,269.0494624,0,
0.2809,22,0,0.05,600,75.8839,270.1456034,0,
0.2829,22,0,0.05,600,76.2735,269.6129374,0,
0.2849,22,0,0.05,600,76.4625,268.3836434,0,
0.2868,22,0,0.05,600,77.1778,269.0997211,0,
0.2888,22,0,0.05,600,77.591,268.6668975,0,
0.2907,22,0,0.05,600,78.0106,268.3543172,0,
0.2927,22,0,0.05,600,78.6547,268.7212163,0,
0.2946,22,0,0.05,600,79.0049,268.17685,0,
0.2966,22,0,0.05,600,79.4105,267.7360081,0,
0.2986,22,0,0.05,600,79.7506,267.0817147,0,
0.3005,22,0,0.05,600,80.3538,267.4003328,0,
0,22,0,0.05,1200,-5.1982,0,0,
0.0009,22,0,0.05,1200,-5.1353,-5705.888889,0,
0.0028,22,0,0.05,1200,-6.0029,-2143.892857,0,
0.0048,22,0,0.05,1200,-5.9807,-1245.979167,0,
0.0067,22,0,0.05,1200,-5.0726,-757.1044776,0,
0.0087,22,0,0.05,1200,-4.533,-521.0344828,0,
0.0107,22,0,0.05,1200,-3.5782,-334.411215,0,
0.0126,22,0,0.05,1200,-2.4618,-195.3809524,0,
0.0146,22,0,0.05,1200,-2.7037,-185.1849315,0,
0.0165,22,0,0.05,1200,-2.0049,-121.5090909,0,
0.0185,22,0,0.05,1200,-1.418,-76.64864865,0,
0.0204,22,0,0.05,1200,-0.6236,-30.56862745,0,
0.0224,22,0,0.05,1200,0.4626,20.65178571,0,
0.0243,22,0,0.05,1200,0.5388,22.17283951,0,
0.0263,22,0,0.05,1200,1.1295,42.94676806,0,
0.0283,22,0,0.05,1200,2.2544,79.66077739,0,
0.0302,22,0,0.05,1200,2.3894,79.1192053,0,
0.0322,22,0,0.05,1200,3.8902,120.8136646,0,
0.0341,22,0,0.05,1200,4.0008,117.3255132,0,
0.0361,22,0,0.05,1200,4.2385,117.4099723,0,
0.038,22,0,0.05,1200,5.5372,145.7157895,0,
0.0746,22,0,0.02,1,24.897,333.7399464,0,
0.0754,22,0,0.02,1,25.1522,333.5835544,0,
0.0762,22,0,0.02,1,25.4164,333.5485564,0,
0.077,22,0,0.02,1,25.6511,333.1311688,0,
0.0777,22,0,0.02,1,25.9146,333.5212355,0,
0.0785,22,0,0.02,1,26.1805,333.5095541,0,
0.0793,22,0,0.02,1,26.4307,333.3001261,0,
0.0801,22,0,0.02,1,26.6708,332.968789,0,
0.0809,22,0,0.02,1,26.9394,332.9962917,0,
0.2114,22,0,0.02,1,66.1331,312.833964,0,
0.2122,22,0,0.02,1,66.3665,312.7544769,0,
0.213,22,0,0.02,1,66.5678,312.5248826,0,
0.2138,22,0,0.02,1,66.7666,312.2853134,0,
0.2145,22,0,0.02,1,66.9966,312.3384615,0,
0.2958,22,0,0.02,1,87.6945,296.4655172,0,
0.2966,22,0,0.02,1,87.8662,296.2447741,0,
0.2974,22,0,0.02,1,88.0726,296.1418964,0,
0.2982,22,0,0.02,1,88.2453,295.9265594,0,
0.299,22,0,0.02,1,88.4285,295.7474916,0,
0.2997,22,0,0.02,1,88.6132,295.6730063,0,
0.3005,22,0,0.02,1,88.7861,295.4612313,0,
0,22,0,0.02,10,-0.6353,0,0,
0.0003,22,0,0.02,10,-0.601,-2003.333333,0,
0.0011,22,0,0.02,10,-0.3518,-319.8181818,0,
0.0019,22,0,0.02,10,-0.056,-29.47368421,0,
0.0027,22,0,0.02,10,0.1402,51.92592593,0,
0.0035,22,0,0.02,10,0.4199,119.9714286,0,
0.0043,22,0,0.02,10,0.644,149.7674419,0,
0.005,22,0,0.02,10,0.9407,188.14,0,
0.0058,22,0,0.02,10,1.1609,200.1551724,0,
0.0066,22,0,0.02,10,1.4821,224.5606061,0,
0.0074,22,0,0.02,10,1.7736,239.6756757,0,
0.0082,22,0,0.02,10,2.0217,246.5487805,0,
0.0089,22,0,0.02,10,2.23,250.5617978,0,
0.2952,22,0,0.02,10,86.9277,294.4705285,0,
0.296,22,0,0.02,10,87.1868,294.55,0,
0.2967,22,0,0.02,10,87.3485,294.4000674,0,
0.2975,22,0,0.02,10,87.5352,294.2359664,0,
0.2983,22,0,0.02,10,87.6817,293.9379819,0,
0.2991,22,0,0.02,10,87.8743,293.7957205,0,
0.2999,22,0,0.02,10,88.0687,293.6602201,0,
0.3006,22,0,0.02,10,88.2633,293.6237525,0,
0,22,0,0.02,100,-2.5602,0,0,
